,ISBN,Book_Title,Description
235012,1584850353,Samantha Saves the Wedding,"When Cornelia's veil is ruined on the day of her wedding ceremony in 1904, nine-year-old Samantha comes to the rescue. Includes information on wedding customs in the early 1900s and instructions for making a bridesmaid bouquet. Full color."
235013,0931529972,Your Journey Into the Future,"Discusses life after high school and offers advice on college, careers, new friendships, marriage, and faith."
235014,0849907217,Love is a Decision,"In this practical book, family counselor and best-selling author Gary Smalley, with John Trent, reveals a simple yet profound plan for a marriage of depth, warmth, and excitement. Guide your marriage for a lifetime by learning how to make your spouse feel truly honored, keep courtship alive, rebuild trust, and become best friends with your family. According to Smalley, good marriages are no accident. And deciding to love-in the practical ways outlined here-can result in relationships that are tougher than tough times."
235018,157322359X,Kurt Cobain Journals,"Kurt Cobain filled dozens of notebooks with lyrics, drawings, and writings about his plans for Nirvana and his thoughts about fame, the state of music, and the people who bought and sold him and his music. His journals reveal an artist who loved music, who knew the history of rock, and who was determined to define his place in that history. Here is a portrait of the most influential musician of his time."
235019,0415918405,White Weddings,"Peering behind the veil to question the meaning of weddings in American popular culture, Ingraham finds nothing less than a wedding industrial complex with annual revenues in excess of 30 billion dollars. 20 photos."
235020,0446690317,Be Like Water,This entertaining and enlightening guide reveals the philosophy behind the martial arts techniques that lead to a creative and fulfilled life.
235022,1570360669,Caleb Beldragon's Chronicle of the Three Counties,"Long oppressed by the ruthless Lord Mulciber, the Gibblins hope to restore their exiled king by finding a legendary stone called the Malbigon."
235023,0821749390,Something Wonderful,"Mandy runs the diner. Charlie owns the newsstand. In Hollywood, Florida's quaint Grape Alley, they have worked side by side for years. Once, long ago, they spent a night together, but that's been long forgotten--maybe. When Mandy and Charlie share a nightcap late one night, something wonderful begins to happen. Something that might mean a chance to love again."
235024,0395928648,Dream-weaver,"Using her psychic talents, an apprentice dream-weaver learns that human colonists aboard a spaceship plan to settle on her peaceful planet."
235026,0192880748,Twelve Mystery Stories,"'The hand moved ... an awful, brooding, vengeful presence was hidden within the smiling doll -- a sinister spirit from behind the veil, swift and relentless in its message of doom.' The twelve mystery stories in this collection relate inexplicable episodes of madness and revenge, terror and obsession, the grotesque and the arabesque, the scientific and the supernatural. Sometimes we find ghosts or other phantoms at the heart of the mystery, but in other cases eerie incidentsarise out of apparently everyday situations and these ordinary origins make the uncanniness even more chilling. Jack Adrian brings together stories by well-known writers in the crime and mystery genre, such as Wilkie Collins and Conan Doyle, and rarer stories which have for decades been unavailable to readers."
235027,0874834899,East African Folktales,"As a child in his native Kenya, Dr. Vincent Muli wa Kituku learned many stories from his mother. She told him stories as she cooked, as she washed, and as she harvested corn. Now, Dr. Kituku presents eighteen of those folktales in both English and Kikamba, the language of Kituku's East African culture. Comments following each story develop the story's themes and moral direction. The stories, together with the author's comments, provide an excellent foundation for discussion with children in any environment."
