,ISBN,Book_Title,Description,sentiment_score_neg,sentiment_score_neu,sentiment_score_pos,sentiment_score_compound,sentiment_type
87,0671042858,The Girl Who Loved Tom Gordon,"The acclaimed #1 New York Times and undisputed King of Horror Stephen King offers a frightening suspense novel about a young girl who becomes lost in the woods as night falls. On a six-mile hike on the Maine-New Hampshire branch of the Appalachian Trail, nine-year-old Trisha McFarland quickly tires of the constant bickering between her older brother, Pete, and her recently divorced mother. But when she wanders off by herself, and then tries to catch up by attempting a shortcut, she becomes lost in a wilderness maze full of peril and terror. As night falls, Trisha has only her ingenuity as a defense against the elements, and only her courage and faith to withstand her mounting fears. For solace she tunes her Walkman to broadcasts of Boston Red Sox baseball games and follows the gritty performances of her hero, relief pitcher Tom Gordon. And when her radio’s reception begins to fade, Trisha imagines that Tom Gordon is with her—protecting her from an all-too-real enemy who has left a trail of slaughtered animals and mangled trees in the dense, dark woods…",0.125,0.775,0.1,-0.6369,1
88,0743249992,Bringing Down the House,"Recounts the story of how a notorious gang of MIT blackjack savants devised and received backing for a system for winning at the world's most sophisticated casinos, an endeavor that earned them more than three million dollars. Reprint. 100,000 first printing.",0.063,0.756,0.181,0.6697,1
89,0425184226,The Sum of All Fears,"Peace may finally be at hand in the Middle East - as Deputy Director of the CIA Jack Ryan lays the groundwork for a peace plan that could end centuries of conflict. But ruthless terrorists have a final, desperate card to play; they have their hands on a nuclear weapon and have placed it on American soil in the midst of an escalation in tension with the Soviet Union. The terrorists hope to rekindle cold war animosity and prevent reconciliation between Israelis and Palestinians. With one terrible act, distrust mounts, forces collide, and the floundering U.S. president seems unable to cope with the crisis. With the world on the verge of nuclear disaster, Ryan must frantically seek a solution - before the chiefs of state lose control of themselves and the world.",0.323,0.579,0.098,-0.993,1
90,0375500766,Care Packages,"The actress-wife of Christopher Reeve shares dozens of the inspirational letters that her husband received following his paralyzing accident, and describes how they have given the family strength",0.087,0.67,0.243,0.6808,1
91,9724119378,O Deus das pequenas coisas,"The story of an Indian family during the 1969 Communist disturbances in Kerala province. It is told through the eyes of a boy and his sister who are the children of a rich rubber planter. Politics, family drama, illicit love. A debut in fiction.",0.05,0.788,0.162,0.7506,1
92,0451205197,Lady in Green and Minor Indiscretions,"Escaping an arranged marriage, Annalise Avery takes employment at Lord Gardiner's townhouse and, disguised as his housekeeper, vows to end the lord's lascivious ways in Lady in Green, while in Minor Indiscretions, Melody Ashton is stunned to be accused of blackmail by the rakish Lord Coe, who then offers to make her his mistress. Original.",0.096,0.845,0.059,-0.296,1
93,0060976845,Little Altars Everywhere,"Don't miss Little Altars Everywhere, the New York Times bestselling companion novel that introduces the Ya-Yas and is also a basis for the film.",0.0,0.849,0.151,0.4106,1
94,0061099325,Coyote Waits,Jim Chee is torn between his role as the prosecution's star witness against the man charged with killing his best friend and his own investigation of the crime. Reprint,0.278,0.546,0.176,-0.5106,1
95,0671004573,Before I Say Good-Bye,"A young woman probing into the mysterious circumstances of her husband's death receives a message from a medium claiming to be his channel in Mary Higgins Clark's #1 bestselling thriller, Before I Say Goodbye. When Nell MacDermott learns that her husband, architect Adam Cauliff, and three of his business associates have died in an explosion of his new cabin cruiser, she is not only devastated but wracked with guilt. The last time she saw Adam, they had a bitter quarrel over her plan to run for the congressional seat long held by her grandfather; she had told him not to come home. As the investigation into the boat's explosion proceeds, Nell learns that it was not an accident but a bomb. Despite her skepticism, Nell is swayed by her great-aunt Gert, a believer in psychic powers, to see a medium claiming to be Adam's channel. While trying to unravel the threads of Adam's past and his violent end, Nell consults the medium, who transmits messages to her with instructions from Adam. The story reaches a powerful climax in Nell's final encounter with the medium, in which she learns the truth about the explosion -- truth she can't be allowed to live and tell.",0.094,0.817,0.089,-0.6248,1
96,0446601640,Slow Waltz in Cedar Bend,"Restless loner and motorcycle rider Michael Tillman is unable to resist his powerful feelings for Jellie Braden, a free spirit trapped in a passionless marriage. By the author of The Bridges of Madison County. Reprint.",0.24,0.584,0.175,-0.4404,1
97,038572179X,Atonement,"NATIONAL BESTSELLER • A symphonic novel of love and war, childhood and class, guilt and forgiveness that provides all the satisfaction of a brilliant narrative and the provocation we have come to expect from the acclaimed Booker Prize–winning, internationally bestselling author. On a hot summer day in 1935, thirteen-year-old Briony Tallis witnesses a moment’s flirtation between her older sister, Cecilia, and Robbie Turner, the son of a servant and Cecilia’s childhood friend. But Briony’s incomplete grasp of adult motives—together with her precocious literary gifts—brings about a crime that will change all their lives. As it follows that crime’s repercussions through the chaos and carnage of World War II and into the close of the twentieth century, Atonement engages the reader on every conceivable level, with an ease and authority that mark it as a genuine masterpiece. Don’t miss Ian McEwan’s new novel, Lessons, coming in September!",0.123,0.701,0.176,0.63,1
98,0393020371,Next,"Examines the impact of the Internet on the way people live, work, and think, and offers a forecast about the implications of this revolution on human society.",0.0,1.0,0.0,0.0,2
99,1900850303,The Angelic Darkness,"With The Angelic Darkness, Zimler returns with a haunting story of eroticism and redemption, a novel whose hypnotic combination of the ordinary with the fantastic, the mundane with the mythological, evokes the power of John Fowles's The Magus.",0.098,0.762,0.14,0.4215,1
100,1903019699,The Soulbane Stratagem,"For American student Cade Bryson, the opportunity to study in Oxford was a dream come true. But a chance discovery on a snowy winter evening changes everything. Sinister forces await Cade in ancient college buildings and in Oxford's hidden lanes.",0.117,0.678,0.205,0.0129,1
101,0345425294,Gangster,"Love. Violence. Destiny. These powerful themes ricochet through Lorenzo Carcaterra’s new novel like bullets from a machine gun. In Gangster, he surpasses even his bestselling Sleepers to create a brutal and brilliant American saga of murder, forgiveness, and redemption. Born in the midst of tragedy and violence and raised in the shadow of a shocking secret, young Angelo Vestieri chooses to flee both his past and his father to seek a second family—the criminals who preside over early 20th century New York. In his bloody rise from soldier to mob boss, he encounters ever more barbaric betrayals—in friendship, in his brutal business, in love—yet simultaneously comes to understand the meaning of loyalty, the virtue of relationships, and gains a perspective on the lonely, if powerful, life he has chosen. As the years pass, as enemies are made and defeated, as wars are fought and won, the old don meets an abandoned boy who needs a parent as much as protection. By taking Gabe under his wing and teaching him everything he knows, Angelo Vestieri will learn, in the winter of his life, which is greater: his love for the boy he cherishes, or his need to be a gangster and to live by the savage rules he helped create. A sweeping panoramic with riveting characters, a unique understanding of the underworld philosophy, and a relentless pace, Gangster travels through the time of godfathers and goodfellas to our own world of suburban Sopranos. But this is more than just an authentic chronicle of crime. Setting a new standard for this acclaimed author, Gangster is a compassionate portrait of one man's fight against his fate—and an unforgettable epic of a family, a city, a century.",0.145,0.731,0.124,-0.8631,1
